0.33586,0.26612,0.1896,0.042402,0.051636,0.13886,0.1887,0.08899,0.085161,0.066896,0.10595,0.066657,0.2058,0.082994,0.095116,0.091444,0.098919,2
0.28002,0.2407,0.21797,0.094131,0.077879,0.1868,0.11266,0.1273,0.071007,0.10256,0.12226,0.041615,0.17537,0.051254,0.070875,0.082664,0.067943,3
0.26692,0.22355,0.17556,0.026308,0.079226,0.1192,0.072625,0.062528,0.046566,0.090422,0.10978,0.11511,0.12703,0.047028,0.10352,0.071591,0.11975,2
0.29781,0.27537,0.25098,0.046378,0.030059,0.10129,0.10337,0.076087,0.036658,0.11004,0.1241,0.095489,0.1559,0.084744,0.13372,0.085695,0.099765,1
0.33379,0.29134,0.20421,0.04242,0.021776,0.05329,0.12753,0.088584,0.075038,0.073382,0.049447,0.023964,0.078928,0.053232,0.0702,0.14168,0.1387,4
0.39264,0.35324,0.26836,0.13995,0.06048,0.12329,0.12502,0.068699,0.074282,0.19608,0.17904,0.034513,0.11231,0.13679,0.11345,0.048608,0.10592,1
0.36468,0.38712,0.31036,0.040676,0.04489,0.12568,0.095655,0.12627,0.084728,0.10283,0.10608,0.082298,0.10755,0.10999,0.067788,0.11199,0.09605,3
0.1374,0.13653,0.025224,0.04278,0.04336,0.11552,0.037308,0.050671,0.065888,0.056213,0.11171,0.070461,0.24591,0.052083,0.13027,0.10944,0.20396,0
0.24865,0.30289,0.28112,0.086396,0.083512,0.060765,0.076063,0.099541,0.069413,0.085906,0.1004,0.072654,0.16118,0.11361,0.16284,0.10556,0.06236,3
0.51844,0.54233,0.50676,0.32584,0.072531,0.13063,0.081387,0.040551,0.10244,0.087763,0.06129,0.065215,0.054779,0.09945,0.084749,0.12675,0.091844,1
0.34408,0.32753,0.31203,0.10495,0.054474,0.11112,0.070045,0.075898,0.054106,0.094089,0.16674,0.052903,0.079882,0.14727,0.10101,0.1013,0.16114,3
0.25053,0.25603,0.17716,0.037028,0.038432,0.05437,0.045607,0.055921,0.073105,0.068856,0.030358,0.13773,0.063343,0.056113,0.076812,0.10257,0.084897,3
0.11795,0.090685,0.058743,0.070427,0.056946,0.04415,0.11781,0.085005,0.083329,0.089216,0.062619,0.049416,0.083979,0.094395,0.083048,0.10327,0.06438,0
0.24484,0.19526,0.085663,0.028648,0.030985,0.079644,0.032298,0.063866,0.041894,0.10578,0.11234,0.1237,0.11791,0.19207,0.1822,0.10809,0.14571,0
0.39354,0.28061,0.066165,0.032813,0.038377,0.11174,0.1233,0.12527,0.052606,0.040884,0.086946,0.034236,0.11563,0.09281,0.1198,0.067125,0.059253,0
0.51656,0.51038,0.40308,0.18932,0.045614,0.060806,0.1412,0.12349,0.089225,0.076658,0.054026,0.075127,0.1438,0.074517,0.060764,0.092809,0.072977,0
0.42465,0.36017,0.24614,0.04646,0.072216,0.076313,0.07977,0.066536,0.043795,0.078899,0.096938,0.079541,0.14742,0.070871,0.10026,0.11481,0.074693,4
