0.0076679,0.0053696,0.0034759,0.0018546,0.0021689,0.0023539,0.002609,0.0014579,0.0010048,0.00091444,0.00099641,0.00091061,0.0012292,0.00090449,0.00093122,0.00086716,0.00096798,2
0.0056042,0.0045994,0.0041303,0.0023952,0.0023844,0.0026544,0.0022346,0.0016027,0.00096429,0.0010012,0.0010387,0.00085537,0.0011465,0.0008435,0.00088398,0.00085024,0.00090318,3
0.0052067,0.0041435,0.0031913,0.0017127,0.002396,0.0022407,0.0020596,0.0013657,0.00089821,0.00097079,0.0010062,0.0010278,0.0010264,0.0008357,0.00094817,0.00082937,0.0010141,2
0.0061929,0.0056807,0.0050485,0.0018914,0.0020064,0.0021424,0.0021927,0.0014122,0.00087273,0.0010204,0.0010436,0.00097865,0.0010965,0.00090797,0.0010117,0.00085604,0.00096981,1
0.0075792,0.0062609,0.0037987,0.0018547,0.0019473,0.0018995,0.0023034,0.0014565,0.00097564,0.00092964,0.00086263,0.00081845,0.00091931,0.00084718,0.0008827,0.00097065,0.0010581,4
0.010548,0.009127,0.0056116,0.0030044,0.0022393,0.0022638,0.0022916,0.0013867,0.0009735,0.0012698,0.0012006,0.00084032,0.00099232,0.0010181,0.00096862,0.00078767,0.00098325,1
0.0090149,0.011218,0.0072444,0.0018388,0.0021167,0.0022774,0.0021585,0.0015986,0.0010035,0.0010019,0.00099671,0.00094692,0.00098158,0.00095981,0.00087814,0.00090809,0.00096179,3
0.0025158,0.0024391,0.0012791,0.001858,0.0021051,0.0022202,0.0019167,0.0013263,0.00095006,0.00088995,0.0010111,0.00091931,0.0013475,0.00084504,0.0010042,0.0009029,0.0012243,0
0.0046989,0.0067171,0.0060644,0.0023053,0.0024334,0.0019354,0.0020741,0.0014964,0.00095983,0.00095971,0.00098238,0.00092436,0.0011098,0.00096747,0.001077,0.00089507,0.00089198,3
0.021377,0.028864,0.023918,0.0075334,0.0023388,0.0023058,0.0020967,0.0012935,0.0010564,0.00096425,0.00088909,0.00090734,0.00086986,0.00093782,0.00091072,0.00093868,0.00095278,1
0.0080301,0.0078043,0.0073183,0.0025269,0.0021912,0.0021958,0.0020488,0.0014115,0.0009181,0.00097988,0.0011635,0.00087984,0.00092132,0.0010418,0.00094308,0.00088656,0.0011125,3
0.0047487,0.0050497,0.0032226,0.0018059,0.0020679,0.0019047,0.0019493,0.0013436,0.00097018,0.00091901,0.00082163,0.0010876,0.00088708,0.00085256,0.00089532,0.00088908,0.00093809,3
